name,type,cy,by,ud
Journal of Heat Transfer,J,90,26,18
Journal of Manufacturing Science and Engineering,J,18,0,0
Journal of Mechanical Design,J,44,0,0
Journal of Mechanisms and Robotics,J,18,0,0
Journal of Medical Devices,J,103,0,0
Journal of Nanotechnology in Engineering and Medicine,J,15,0,0
Journal of Offshore Mechanics and Arctic Engineering,J,12,27,0
Journal of Pressure Vessel Technology,J,38,0,0
Journal of Solar Energy Engineering,J,20,6,28
Journal of Tribology,J,23,0,0
Journal of Turbomachinery,J,31,26,0
Journal of Vibration and Acoustics,J,34,0,0
Passive Vibration Isolation,B,0,7,0
Structural Shear Joints,B,0,21,0
Study Guide for Certification of Geometric Dimensioning and Tolerancing Professionals,B,0,10,0
Technical Presentation Workbook,B,19,0,0
The Stress Analysis of Cracks Handbook Third Edition,B,0,10,0
Thermal Management of Microelectronic Equipment,B,0,20,0
Volume 1 22nd Biennial Conference on Mechanical Vibration and Noise Parts A and B,C,175,0,0
Volume 1 Codes and Standards,C,96,0,0
Volume 1 Symposia Parts A B and C,C,252,0,0
Volume 10 Mechanical Systems and Control Parts A and B,C,130,0,0
Volume 11 Mechanics of Solids Structures and Fluids,C,65,0,0
Volume 12 Micro and Nano Systems Parts A and B,C,165,0,0
Volume 13 New Developments in Simulation Methods and Software for Engineering Applications Safety Engineering Risk Analysis and Reliability Methods Transportation Systems,C,90,0,0
Volume 14 Processing and Engineering Applications of Novel Materials,C,47,0,0
Volume 15 Sound Vibration and Design,C,72,0,0
Volume 2 29th Computers and Information in Engineering Conference Parts A and B,C,174,0,0
Volume 2 Computer Applications/Technology and Bolted Joints,C,38,0,0
Volume 2 Fora,C,72,0,0
Volume 3 ASME/IEEE 2009 International Conference on Mechatronic and Embedded Systems and Applications 20th Reliability Stress Analysis and Failure Prevention Conference,C,110,0,0
Volume 3 Combustion Science and Engineering,C,50,0,0
Volume 3 Design and Analysis,C,111,0,0
Volume 4 7th International Conference on Multibody Systems Nonlinear Dynamics and Control Parts A B and C,C,234,0,0
Volume 4 Design and Manufacturing,C,82,0,0
Volume 4 Fluid-Structure Interaction,C,81,0,0
Volume 5 35th Design Automation Conference Parts A and B,C,122,0,0
Volume 5 Electronics and Photonics,C,49,0,0
Volume 5 High Pressure Technology Nondestructive Evaluation Division Student Paper Competition,C,69,0,0
Volume 6 ASME Power Transmission and Gearing Conference 3rd International Conference on Micro- and Nanosystems 11th International Conference on Advanced Vehicle and Tire Technologies,C,129,0,0
Volume 6 Emerging Technologies Alternative Energy Systems Energy Systems Analysis Thermodynamics and Sustainability,C,81,0,0
Volume 6 Materials and Fabrication Parts A and B,C,188,0,0
Volume 7 33rd Mechanisms and Robotics Conference Parts A and B,C,137,0,0
Volume 7 Engineering Education and Professional Development,C,60,0,0
Volume 7 Operations Applications and Components,C,64,0,0
Volume 8 14th Design for Manufacturing and the Life Cycle Conference 6th Symposium on International Design and Design Education 21st International Conference on Design Theory and Methodology Parts A and B,C,120,0,0
Volume 8 Engineering to Address Climate Change Sustainable Products and Processes,C,25,0,0
Volume 8 Seismic Engineering,C,48,0,0
Volume 9 Heat Transfer Fluid Flows and Thermal Systems Parts A B and C,C,252,0,0
C0078 |Test Method for Flexural Strength of Concrete (Using Simple Beam with Third-Point Loading),S,1,0,0
C0293 |Test Method for Flexural Strength of Concrete (Using Simple Beam With Center-Point Loading),S,1,0,0
C0457 |Test Method for Microscopical Determination of Parameters of the Air-Void System in Hardened Concrete,S,1,0,0
C0873 |Test Method for Compressive Strength of Concrete Cylinders Cast in Place in Cylindrical Molds,S,1,0,0
C1058 |Practice for Selecting Temperatures for Evaluating and Reporting Thermal Properties of Thermal Insulation,S,1,0,0
C1303 |Test Method for Predicting Long-Term Thermal Resistance of Closed-Cell Foam Insulation,S,1,0,0
C1340 |Practice for Estimation of Heat Gain or Loss Through Ceilings Under Attics Containing Radiant Barriers by Use of a Computer Program,S,1,0,0
C1530 |Specification for Non-Asbestos Fiber-Cement Roofing Shakes Shingles and Slates with Designed Varying Profiles and Thicknesses,S,1,0,0
Classification System for Highly Crosslinked Thermoplastic Vulcanizates (HCTPVs) Based on ASTM Standard Test Methods,S,1,0,0
Classification System for Polyamide Molding and Extrusion Materials (PA),S,1,0,0
Classification System for Specifying Plastic Materials,S,2,0,0
Classification for Rating Sound Insulation,S,1,0,0
Classification for Serviceability of an Office Facility for Typical Office Information Technology,S,1,0,0
Consumer Safety Specification for Expansion Gates and Expandable Enclosures,S,1,0,0
Consumer Safety Specification for Non-Full-Size Baby Cribs/Play Yards,S,1,0,0
Consumer Safety Specification for Portable Bed Rails,S,1,0,0
D0580 |Specification for Greige Woven Glass Tapes and Webbings,S,1,0,0
D0885 |Test Methods for Tire Cords Tire Cord Fabrics and Industrial Filament Yarns Made from Manufactured Organic-Base Fibers,S,1,0,0
D1896 |Practice for Transfer Molding Test Specimens of Thermosetting Compounds,S,1,0,0
D1974 |Practice for Methods of Closing Sealing and Reinforcing Fiberboard Boxes,S,1,0,0
D2026 |Specification for Cutback Asphalt (Slow-Curing Type),S,1,0,0
D2170 |Test Method for Kinematic Viscosity of Asphalts (Bitumens),S,1,0,0
D2171 |Test Method for Viscosity of Asphalts by Vacuum Capillary Viscometer,S,1,0,0
D3511 |Test Method for Pilling Resistance and Other Related Surface Changes of Textile Fabrics Brush Pilling Tester,S,1,0,0
D3512 |Test Method for Pilling Resistance and Other Related Surface Changes of Textile Fabrics Random Tumble Pilling Tester,S,1,0,0
D3514 |Test Method for Pilling Resistance and Other Related Surface Changes of Textile Fabrics Elastomeric Pad,S,1,0,0
D3939 |Test Method for Snagging Resistance of Fabrics (Mace),S,1,0,0
D4389 |Specification for Finished Glass Fabrics Woven From Rovings,S,1,0,0
D4552 |Practice for Classifying Hot-Mix Recycling Agents,S,1,0,0
D4970 |Test Method for Pilling Resistance and Other Related Surface Changes of Textile Fabrics Martindale Tester,S,1,0,0
D5100 |Test Method for Adhesion of Mineral Aggregate to Hot Bitumen,S,1,0,0
D5126 |Guide for Comparison of Field Methods for Determining Hydraulic Conductivity in Vadose Zone,S,1,0,0
D5254 |Practice for Minimum Set of Data Elements to Identify a Ground-Water Site,S,1,0,0
D5409 |Guide for Set of Data Elements to Describe a Ground-Water Site Part Two--Physical Descriptors,S,1,0,0
D5586 |Tables of Body Measurements for Women Aged 55 and Older (All Figure Types),S,1,0,0
D5893 |Specification for Cold Applied Single Component Chemically Curing Silicone Joint Sealant for Portland Cement Concrete Pavements,S,1,0,0
D5911 |Practice for Minimum Set of Data Elements to Identify a Soil Sampling Site,S,1,0,0
D6031 |Test Method for Logging In Situ Moisture Content and Density of Soil and Rock by the Nuclear Method in Horizontal Slanted and Vertical Access Tubes,S,1,0,0
D6427 |Practice for Handling Transportation and Storage of HFC-236fa 1 1 1 3 3 3-Hexafluoropropane (CF3CH2CF3),S,1,0,0
D6754 |Specification for Ketone Ethylene Ester Based Sheet Roofing,S,1,0,0
D6769 |Guide for Application of Fully Adhered Cold-Applied Prefabricated Reinforced Modified Bituminous Membrane Waterproofing Systems,S,1,0,0
D7269 |Test Methods for Tensile Testing of Aramid Yarns,S,1,0,0
D7311 |Specification for Liquid-Applied Single-Pack Moisture-Triggered Aliphatic Polyurethane Roofing Membrane,S,1,0,0
D7349 |Test Method for Determining the Capability of Roofing and Waterproofing Materials to Seal around Fasteners,S,1,0,0
E0518 |Test Methods for Flexural Bond Strength of Masonry,S,1,0,0
E0519 |Test Method for Diagonal Tension (Shear) in Masonry Assemblages,S,1,0,0
E0664 |Practice for the Measurement of the Apparent Attenuation of Longitudinal Ultrasonic Waves by Immersion Method,S,1,0,0
E0797 |Practice for Measuring Thickness by Manual Ultrasonic Pulse-Echo Contact Method,S,1,0,0
E0906 |Test Method for Heat and Visible Smoke Release Rates for Materials and Products Using a Thermopile Method,S,1,0,0
E2075 |Practice for Verifying the Consistency of AE-Sensor Response Using an Acrylic Rod,S,1,0,0
E2076 |Test Method for Examination of Fiberglass Reinforced Plastic Fan Blades Using Acoustic Emission,S,1,0,0
E2191 |Practice for Examination of Gas-Filled Filament-Wound Composite Pressure Vessels Using Acoustic Emission,S,1,0,0
E2337 |Guide for Mutual Inductance Bridge Applications for Wall Thickness Determinations in Boiler Tubing,S,1,0,0
F2010 |Test Method for Evaluation of Glove Effects on Wearer Hand Dexterity Using a Modified Pegboard Test,S,1,0,0
F2299 |Test Method for Determining the Initial Efficiency of Materials Used in Medical Face Masks to Penetration by Particulates Using Latex Spheres,S,1,0,0
Geotechnical Testing Journal,J,21,0,10
Guide for Administrative and Engineering Controls for Silicon Carbide Whisker Work Areas,S,0,0,1
Guide for Amendments to Health Information,S,1,0,0
Guide for Analysis of Spatial Variation in Geostatistical Site Investigations,S,1,0,0
Guide for Application of a Ground-Water Flow Model to a Site-Specific Problem,S,1,0,0
Guide for Applying Statistical Methods for Assessment and Corrective Action Environmental Monitoring Programs,S,1,0,0
Guide for Benchmark Testing of Reactor Dosimetry in Standard and Reference Neutron Fields,S,1,0,0
Guide for Biopharmaceutical Facilities Architectural Design Considerations,S,0,0,1
Guide for Calculating Movement and Other Effects When Establishing Sealant Joint Width,S,1,0,0
Guide for Computed Radiography,S,1,0,0
Guide for Conducting Wear Tests on Textiles,S,1,0,0
Guide for Confidentiality Privacy Access and Data Security Principles for Health Information Including Electronic Health Records,S,1,0,0
Guide for Consideration of Anaerobic Bioremediation as a Chemical Pollutant Mitigation Method on Land,S,0,0,1
Guide for Construction of Solid Fuel Burning Masonry Heaters,S,1,0,0
Guide for Controlling the Quality of Industrial Radiographic Film Processing,S,1,0,0
Guide for Determination of Endotoxin on Sterile Medical Gloves,S,1,0,0
Guide for Determining the Reproducibility of Acoustic Emission Sensor Response,S,1,0,0
Guide for Documenting a Ground-Water Modeling Code,S,1,0,0
Guide for Documenting a Ground-Water Sampling Event,S,1,0,0
Guide for Environmental Site Characterization in Cold Regions,S,1,0,0
Guide for Establishing Nomenclature of Ground-Water Aquifers,S,1,0,0
Guide for Estimating Oil Spill Recovery System Effectiveness,S,1,0,0
Guide for Field Quality Assurance in a Ground-water Sampling Event,S,1,0,0
Guide for Flexible Removable Insulation Covers,S,0,0,1
Guide for Gunshot Residue Analysis by Scanning Electron Microscopy/Energy Dispersive X-Ray Spectrometry,S,1,0,0
Guide for Immobilization or Encapsulation of Living Cells or Tissue in Alginate Gels,S,1,0,0
Guide for Incinerating Oil Spill Wastes at Temporary Field Locations,S,0,0,1
Guide for Inspection of Amusement Rides and Devices,S,1,0,0
Guide for Installation of Direct Push Ground Water Monitoring Wells,S,1,0,0
Guide for Intercomparing Permeation Tubes to Establish Traceability,S,1,0,0
Guide for Labeling of UV-Protective Textiles,S,1,0,0
Guide for Liquid Dispersion of Metal Powders and Related Compounds for Particle Size Analysis,S,1,0,0
Guide for Measurement of Atmospheric Wind and Turbulence Profiles by Acoustic Means,S,1,0,0
Guide for Mechanical Attachment of Geomembrane to Penetrations or Structures,S,1,0,0
Guide for Moisture Conditioning of Wood and Wood-Based Materials,S,1,0,0
Guide for Optimization of Ground Water Monitoring Constituents for Detection Monitoring Programs for RCRA Waste Disposal Facilities,S,1,0,0
Guide for PDD Examination Standards of Practice,S,1,0,0
Guide for Packaging and Shipping Environmental Samples for Laboratory Analysis,S,1,0,0
Guide for Planning and Conducting Borehole Geophysical Logging,S,1,0,0
Guide for Preparing Specifications for Solvent-based Floor Polishes,S,1,0,0
Guide for Rapid Prototyping of Information Systems,S,1,0,0
Guide for Safety and Health Requirements Relating to Occupational Exposure to Water-Insoluble Chromates,S,0,0,1
Guide for Sampling Design,S,1,0,0
Guide for Secondary Seal for Sealed Insulating Glass Units for Structural Sealant Glazing Applications,S,1,0,0
Guide for Seismic Risk Assessment of Buildings,S,0,0,1
Guide for Selecting Cleaning Agents and Processes,S,1,0,0
Guide for Selecting a Ground-Water Modeling Code,S,1,0,0
Guide for Selection Design and Installation of Dimension Stone Anchoring Systems,S,1,0,0
Guide for Selection and Documentation of Existing Wells for Use in Environmental Site Characterization and Monitoring,S,1,0,0
Guide for Selection and Use of Mathematical Methods for Calculating Absorbed Dose in Radiation Processing Applications,S,1,0,0
Guide for Selection of Aquifer Test Method in Determining Hydraulic Properties by Well Techniques,S,1,0,0
Guide for Selection of Kriging Methods in Geostatistical Site Investigations,S,1,0,0
Guide for Selection of Minimum Set of Data Elements Required to Identify Locations Chosen for Field Collection of Information to Describe Soil Rock and Their Contained Fluids,S,1,0,0
Guide for Selection of Permanent and Durable Artists Paper,S,0,0,1
Guide for Selection of Permanent and Durable Offset and Book Papers,S,0,0,1
Guide for Selection of Simulation Approaches in Geostatistical Site Investigations,S,1,0,0
Guide for Set of Data Elements to Describe a Ground-Water Site Part One--Additional Identification Descriptors,S,1,0,0
Guide for Specifying Acoustical Performance of Sound-Isolating Enclosures,S,1,0,0
Guide for Stakeholder-Focused Consensus-Based Disaster Restoration Process for Contaminated Assets,S,1,0,0
Guide for Statistical Analysis of Accelerated Service Life Data,S,1,0,0
Guide for Statistical Evaluation of Atmospheric Dispersion Model Performance,S,1,0,0
Guide for Test Methods and Practices for Evaluating Pile Yarn Floor Covering,S,1,0,0
Guide for Understanding Cyanide Species,S,1,0,0
Guide for Using the Direct Current Resistivity Method for Subsurface Investigation,S,1,0,0
Guide for Using the Gravity Method for Subsurface Investigation,S,1,0,0
Guide for Using the Seismic-Reflection Method for Shallow Subsurface Investigation,S,1,0,0
Guide to Speech Recognition Technology Products in Health Care,S,1,0,0
Journal of ASTM International,J,62,0,278
Journal of Testing and Evaluation,J,37,0,16
Manual on Presentation of Data and Control Chart Analysis 8th Edition,B,7,0,0
Performance Specification for Brassiere Slip Lingerie and Underwear Fabrics,S,1,0,0
Performance Specification for Flame Resistant Textile Materials for Wearing Apparel for Use by Electrical Workers Exposed to Momentary Electric Arc and Related Thermal Hazards,S,1,0,0
Performance Specification for Zippers for Dungaress Jeans and Work Trousers,S,1,0,0
Practice for Acceptance of Evidence Based on the Results of Probability Sampling,S,1,0,0
Practice for Acousto-Ultrasonic Assessment of Filament-Wound Pressure Vessels,S,1,0,0
Practice for Application of Thermoluminescence-Dosimetry (TLD) Systems for Determining Absorbed Dose in Radiation-Hardness Testing of Electronic Devices,S,1,0,0
Practice for Assessment of Compatibility of Biomaterials for Surgical Implants with Respect to Effect of Materials on Muscle and Bone,S,1,0,0
Practice for Assigning Allowable Properties for Mechanically Graded Lumber,S,1,0,0
Practice for Calculating Heat of Vaporization or Sublimation from Vapor Pressure Data,S,1,0,0
Practice for Calculating Thermal Endurance of Materials from Thermogravimetric Decomposition Data,S,1,0,0
Practice for Calculating Yellowness and Whiteness Indices from Instrumentally Measured Color Coordinates,S,1,0,0
Practice for Calculating and Using Basic Statistics,S,1,0,0
Practice for Calibration of Transmission Densitometers,S,1,0,0
Practice for Capping Cylindrical Concrete Specimens,S,1,0,0
Practice for Characterization of Particles,S,1,0,0
Practice for Classification of Computed Radiology Systems,S,1,0,0
Practice for Coking Large Shapes of Carbon-Bearing Materials,S,1,0,0
Practice for Commercial Packaging,S,1,0,1
Practice for Compression Molding Thermoplastic Materials into Test Specimens Plaques or Sheets,S,1,0,0
Practice for Conditioning Containers Packages or Packaging Components for Testing,S,0,0,1
Practice for Cone Penetrometer Technology Characterization of Petroleum Contaminated Sites with Nitrogen Laser-Induced Fluorescence,S,1,0,0
Practice for Constant-Amplitude Axial Tension-Tension Cyclic Fatigue of Advanced Ceramics at Ambient Temperatures,S,1,0,0
Practice for Constant-Amplitude Axial Tension-Tension Cyclic Fatigue of Continuous Fiber-Reinforced Advanced Ceramics at Ambient Temperatures,S,1,0,0
Practice for Core Sampling of Raw Wool in Packages for Determination of Percentage of Clean Wool Fiber Present,S,1,0,0
Practice for Defining the Viscosity Characteristics of Hydraulic Fluids,S,1,0,0
Practice for Description of Reservation/Registration-Admission Discharge Transfer (R-ADT) Systems for Electronic Health Record (EHR) Systems,S,1,0,0
Practice for Design and Installation of Ground Water Monitoring Wells,S,1,0,0
Practice for Determination of Chromium Treatment Weight on Metal Substrates by X-Ray Fluorescence,S,1,0,0
Practice for Determination of Expiration Dating for Medical Gloves,S,1,0,0
Practice for Determination of Real Time Expiration Dating of Mature Medical Gloves Stored Under Typical Warehouse Conditions,S,1,0,0
Practice for Determination of Skin Contact Temperature from Heated Surfaces Using a Mathematical Model and Thermesthesiometer,S,1,0,0
Practice for Determination of a Pooled Limit of Quantitation,S,1,0,0
Practice for Determining Silicone Volatiles in Silicone Rubber for Transportation Applications,S,1,0,0
Practice for Digital Imaging and Communication in Nondestructive Evaluation (DICONDE),S,1,0,0
Practice for Direct Push Installation of Prepacked Screen Monitoring Wells in Unconsolidated Aquifers,S,1,0,0
Practice for Electrodeposition of the Actinides for Alpha Spectrometry,S,1,0,0
Practice for Estimating Concrete Strength by the Maturity Method,S,1,0,0
Practice for Evaluating Compatibility of Binary Mixtures of Lubricating Greases,S,1,0,0
Practice for Evaluating Durability of Building Construction Sealants by Laboratory Accelerated Weathering Procedures,S,1,0,0
Practice for Expedited Site Characterization of Vadose Zone and Ground Water Contamination at Hazardous Waste Contaminated Sites,S,1,0,0
Practice for For Measurement of the Glass Dissolution Rate Using the Single-Pass Flow-Through Test Method,S,1,0,0
Practice for Full-Scale Oxygen Consumption Calorimetry Fire Tests,S,0,0,1
Practice for Handling Transportation and Storage of HFC-23 (Trifluoromethane CHF3),S,1,0,0
Practice for Healthcare Certificate Policy,S,1,0,0
Practice for In Situ Electromagnetic (Eddy-Current) Examination of Nonmagnetic Heat Exchanger Tubes,S,1,0,0
Practice for In-Situ Measurements of Heat Flux in Industrial Thermal Insulation Using Heat Flux Transducers,S,1,0,0
Practice for Injection Molding Test Specimens of Thermoplastic Molding and Extrusion Materials,S,1,0,0
Practice for Installation of Articulating Concrete Block (ACB) Revetment Systems,S,1,0,0
Practice for Installation of Ceiling Suspension Systems for Acoustical Tile and Lay-in Panels in Areas Subject to Earthquake Ground Motions,S,1,0,0
Practice for Instrumented Package Shock Testing For Determination of Package Performance,S,0,0,1
Practice for Laboratories Testing Concrete and Concrete Aggregates for Use in Construction and Criteria for Laboratory Evaluation,S,1,0,0
Practice for Linear-Elastic Plane-Strain Fracture Toughness Testing of Aluminum Alloys,S,1,0,0
Practice for Making Test Cylinders and Prisms for Determining Strength and Density of Preplaced-Aggregate Concrete in the Laboratory,S,1,0,0
Practice for Measuring Life-Cycle Costs of Buildings and Building Systems,S,1,0,0
Practice for Measuring Sifting Segregation Tendencies of Bulk Solids,S,1,0,0
Practice for Octane Rating Naturally Aspirated Spark Ignition Aircraft Engines,S,1,0,0
Practice for On-Site Inspection of Installed Fire Resistive Joint Systems and Perimeter Fire Barriers,S,1,0,0
Practice for On-Site Inspection of Installed Fire Stops,S,2,0,0
Practice for Operation and Maintenance of Integrated Natural Gas Pipelines and Optical Fiber Systems,S,1,0,0
Practice for Operation and Maintenance of Sewers with Optical Fiber Systems,S,1,0,0
Practice for Oven Heat Stability of Poly(Vinyl Chloride) Compositions,S,1,0,0
Practice for Performance Testing of Packaged Laboratory Apparatus for United States Government Procurements,S,1,0,0
Practice for Performing Value Analysis (VA) of Buildings and Building Systems,S,1,0,0
Practice for Preparation of Bituminous Specimens Using Marshall Apparatus,S,1,0,0
Practice for Preparation of Low-Pressure Gas Blends,S,1,0,0
Practice for Preparation of Rock Slabs for Durability Testing,S,1,0,0
Practice for Preparation of Zinc (Hot-Dip Galvanized) Coated Iron and Steel Product and Hardware Surfaces for Painting,S,1,0,0
Practice for Proportioning Grout Mixtures for Preplaced-Aggregate Concrete,S,1,0,0
Practice for Rehabilitation of Sewers Using Chemical Grouting,S,1,0,0
Practice for Roof System Assemblies Employing Steel Deck Preformed Roof Insulation and Bituminous Built-Up Roofing,S,0,0,1
Practice for Rotameter Calibration,S,1,0,0
Practice for Rubber--Preparation of Pieces for Test Purposes from Products,S,1,0,0
Practice for Sampling Forest Trees for Determination of Clear Wood Properties,S,1,0,0
Practice for Sampling Materials for Shotcrete,S,1,0,0
Practice for Sealing Lateral Connections and lines from the mainline Sewer Systems by the Lateral Packer Method Using Chemical Grouting,S,1,0,0
Practice for Selecting Generic Biological Test Methods for Materials and Devices,S,1,0,0
Practice for Selection Design Installation and Inspection of Water Vapor Retarders Used in Contact with Earth or Granular Fill Under Concrete Slabs,S,1,0,0
Practice for Selection of Natural Gas Pipelines Suitable for Installation of Optical Fiber Systems,S,1,0,0
Practice for Separation and Examination of Stickies,S,0,0,1
Practice for Solvent Vapor Degreasing Operations,S,1,0,0
Practice for Sonic Drilling for Site Characterization and the Installation of Subsurface Monitoring Devices,S,1,0,0
Practice for Specifying Color by Using the Optical Society of America Uniform Color Scales System,S,1,0,0
Practice for Specifying Color by the Munsell System,S,1,0,0
Practice for Specimen Preparation and Mounting of Reflective Insulation Materials and Radiant Barrier Materials for Building Applications to Assess Surface Burning Characteristics,S,1,0,0
Practice for Specimen Preparation and Mounting of Textile Paper or Polymeric (Including Vinyl) Wall or Ceiling Coverings to Assess Surface Burning Characteristics,S,1,0,0
Practice for Subsurface Site Characterization of Test Pits for On-Site Septic Systems,S,1,0,0
Practice for Surface Site Characterization for On-Site Septic Systems,S,1,0,0
Practice for Testing Forced Entry Resistance of Security Fence Systems,S,1,0,0
Practice for Testing Water Resistance of Coatings in 100 % Relative Humidity,S,1,0,0
Practice for Ultrasonic Angle-Beam Examination by the Contact Method,S,1,0,0
Practice for Ultrasonic Examination of the Weld Zone of Welded Pipe and Tubing,S,1,0,0
Practice for Ultrasonic Pulse-Echo Straight-Beam Examination by the Contact Method,S,1,0,0
Practice for Use of a Melt Index Strand for Determining Density of Polyethylene,S,1,0,0
Practice for Verification and Classification of Extensometer Systems,S,1,0,0
Practice for View of Emergency Medical Care in the Electronic Health Record,S,1,0,0
Practice for Visual Determination of the Lightfastness of Art Materials by Art Technologists,S,1,0,0
Practice for Visual Evaluation of the Lightfastness of Art Materials by the User,S,1,0,0
Practice for X-ray Diffraction Determination of Phase Content of Plasma-Sprayed Hydroxyapatite Coatings,S,1,0,0
Practice for the Specification for Equipment and Supplies in Sexual Assault Investigations,S,1,0,0
Practice for the Transmittal of Evidence in Sexual Assault Investigation,S,1,0,0
Practices for Force Verification of Testing Machines,S,1,0,0
Practices for Securement of Cargo in Intermodal and Unimodal Surface Transport,S,0,0,1
Recent Advancement in Conrete Freezing-Thawing (F-T),B,11,0,0
Reference Radiographs for Inspection of Aluminum and Magnesium Castings,S,1,0,0
Reference Radiographs for Titanium Castings,S,1,0,0
Safety Performance Specification for Fences/Barriers for Public Commercial and Multi-Family Residential Use Outdoor Play Areas,S,1,0,0
Specification and Test Methods for Metallic Bone Staples,S,1,0,0
Specification for A Radial Standard Reference Test Tire,S,1,0,0
Specification for Adhesives for Structural Laminated Wood Products for Use Under Exterior (Wet Use) Exposure Conditions,S,1,0,0
Specification for Aluminum-Alloy Extruded Structural Pipe and Tube,S,1,0,0
Specification for Aluminum-Coated Steel Chain-Link Fence Fabric,S,1,0,0
Specification for Application of Gypsum Base to Receive Gypsum Veneer Plaster,S,1,0,0
Specification for Architectural Cast Stone,S,1,0,0
Specification for Asphalt Shingles Made from Glass Felt and Surfaced with Mineral Granules,S,2,0,0
Specification for Aviation Certification Turbine Fuel,S,1,0,0
Specification for Aviation Turbine Fuel Containing Synthesized Hydrocarbons,S,1,0,0
Specification for Aviation Turbine Fuels,S,1,0,0
Specification for Benzene for Use with Zeolite Based Catalysts,S,1,0,0
Specification for Blood Sedimentation Tube Wintrobe Glass Disposable,S,1,0,0
Specification for Bond and Ledger Papers for Permanent Records,S,0,0,1
Specification for Building Brick (Solid Masonry Units Made From Clay or Shale),S,1,0,0
Specification for Carbon and High-Strength Electric Resistance Forge-Welded Steel Structural Shapes,S,1,0,0
Specification for Ceramic Glazed Structural Clay Facing Tile Facing Brick and Solid Masonry Units,S,1,0,0
Specification for Class A Asphalt Shingles Surfaced with Mineral Granules,S,2,0,0
Specification for Cold Expansion Fittings with PEX Reinforcing Rings for Use with Cross-linked Polyethylene (PEX) Tubing,S,1,0,0
Specification for Color Coding of Laboratory Pipets with Multiple Graduations 0 1 mL and Larger But Excluding Disposable Prothrombin and Disposable Micropipets,S,1,0,0
Specification for Color-Coding Pipets or Containers Coated With Anticoagulants,S,1,0,0
Specification for Common Laboratory Glass Funnels,S,1,0,0
Specification for Copies from Office Copying Machines for Permanent Records,S,0,0,1
Specification for Cover Glasses and Glass Slides for Use in Microscopy,S,1,0,0
Specification for Deformed and Plain Stainless-Steel Bars for Concrete Reinforcement,S,1,0,0
Specification for Denatured Fuel Ethanol for Blending with Gasolines for Use as Automotive Spark-Ignition Engine Fuel,S,1,0,0
Specification for Design and Performance of a Light Sport Airplane,S,1,0,0
Specification for Diesel Fuel Oils,S,2,0,0
Specification for Dimensions and Tolerances for Plastic Bottles,S,1,0,0
Specification for Disposable Glass Blood Sample Capillary Tube (Microhematocrit),S,1,0,0
Specification for Distillation Equipment,S,1,0,0
Specification for Elastomeric Water Bottles,S,1,0,0
Specification for Electric-Fusion (Arc)-Welded Steel Pipe (NPS 4 and Over),S,1,0,0
Specification for Electronic and Degreasing Grades of 1 1 2-Trichloro 1 2 2 -Trifluoroethane Solvent,S,1,0,0
Specification for Epoxy-Resin-Base Bonding Systems for Concrete,S,1,0,0
Specification for Extruded and Compression Molded Basic Shapes Made from Thermoplastic Polyester (TPES),S,1,0,0
Specification for Eye Protective Devices for Paintball Sports,S,1,0,0
Specification for Fabrication Of Cellular Glass Pipe And Tubing Insulation,S,1,0,0
