name,type,cy,by,ud
ASME 2010 Pressure Vessels and Piping Conference Volume 9,C,36,0,0
ASME/JSME 2011 8th Thermal Engineering Joint Conference,C,432,0,0
Applied Mechanics Reviews,J,6,0,1
Essentials of Electronic Packaging,B,0,12,0
Intellectual Property,B,0,9,0
Journal of Applied Mechanics,J,22,0,19
Journal of Biomechanical Engineering,J,20,0,77
Journal of Computational and Nonlinear Dynamics,J,15,0,14
Journal of Computing and Information Science in Engineering,J,7,0,13
Journal of Dynamic Systems Measurement and Control,J,32,0,21
Journal of Electronic Packaging,J,12,0,8
Journal of Energy Resources Technology,J,14,0,13
Journal of Engineering Materials and Technology,J,27,0,24
Journal of Engineering for Gas Turbines and Power,J,36,0,32
Journal of Fluids Engineering,J,36,0,35
Journal of Fuel Cell Science and Technology,J,30,0,12
Journal of Heat Transfer,J,70,0,57
Journal of Manufacturing Science and Engineering,J,37,0,18
Journal of Mechanical Design,J,35,0,30
Journal of Mechanisms and Robotics,J,20,0,19
Journal of Medical Devices,J,9,0,7
Journal of Nanotechnology in Engineering and Medicine,J,15,0,13
Journal of Offshore Mechanics and Arctic Engineering,J,18,0,6
Journal of Pressure Vessel Technology,J,41,0,49
Journal of Solar Energy Engineering,J,27,0,16
Journal of Thermal Science and Engineering Applications,J,17,0,15
Journal of Tribology,J,19,0,29
Journal of Turbomachinery,J,6,34,25
Journal of Vibration and Acoustics,J,32,0,38
Proceedings of the International Conference on Internet Technology and Security,B,35,0,0
Taguchi on Robust Technology Development,B,0,8,0
The Unwritten Laws of Engineering,B,0,13,0
Total Quality Development,B,0,13,0
Volume 1 36th Design Automation Conference Parts A and B,C,112,0,0
Volume 1 Aircraft Engine Ceramics Coal Biomass and Alternative Fuels Education Electric Power Manufacturing Materials and Metallurgy,C,104,0,0
Volume 2 34th Annual Mechanisms and Robotics Conference Parts A and B,C,190,0,0
Volume 2 Combustion Fuels and Emissions Parts A and B,C,126,0,0
Volume 3 30th Computers and Information in Engineering Conference Parts A and B,C,141,0,0
Volume 3 Controls Diagnostics and Instrumentation Cycle Innovations Marine,C,107,0,0
Volume 4 12th International Conference on Advanced Vehicle and Tire Technologies 4th International Conference on Micro- and Nanosystems,C,99,0,0
Volume 4 Heat Transfer Parts A and B,C,166,0,0
Volume 5 22nd International Conference on Design Theory and Methodology Special Conference on Mechanical Vibration and Noise,C,102,0,0
Volume 5 Industrial and Cogeneration Microturbines and Small Turbomachinery Oil and Gas Applications Wind Turbine Technology,C,93,0,0
Volume 6 15th Design for Manufacturing and the Lifecycle Conference 7th Symposium on International Design and Design Education,C,86,0,0
Volume 6 Structures and Dynamics Parts A and B,C,138,0,0
Volume 7 Turbomachinery Parts A B and C,C,246,0,0
A0270 |Specification for Seamless and Welded Austenitic and Ferritic/Austenitic Stainless Steel Sanitary Tubing,S,0,0,1
A0427 |Specification for Wrought Alloy Steel Rolls for Cold and Hot Reduction,S,0,0,1
A0483 |Specification for Silicomanganese,S,0,0,1
A0601 |Specification for Electrolytic Manganese Metal,S,0,0,1
A0671 |Specification for Electric-Fusion-Welded Steel Pipe for Atmospheric and Lower Temperatures,S,0,0,1
A0672 |Specification for Electric-Fusion-Welded Steel Pipe for High-Pressure Service at Moderate Temperatures,S,0,0,1
A0691 |Specification for Carbon and Alloy Steel Pipe Electric-Fusion-Welded for High-Pressure Service at High Temperatures,S,0,0,1
A0701 |Specification for Ferromanganese-Silicon,S,0,0,1
A0787 |Specification for Electric-Resistance-Welded Metallic-Coated Carbon Steel Mechanical Tubing,S,0,0,1
A0794 |Specification for Commercial Steel (CS) Sheet Carbon (0 16 % Maximum to 0 25 % Maximum) Cold-Rolled,S,0,0,1
A0958 |Specification for Steel Castings Carbon and Alloy with Tensile Requirements Chemical Requirements Similar to Standard Wrought Grades,S,0,0,1
A1025 |Specification for Ferroalloys and Other Alloying Materials General Requirements,S,0,0,1
A1065 |Specification for Cold-Formed Electric-Fusion (Arc) Welded High-Strength Low-Alloy Structural Tubing in Shapes with 50 ksi [345 MPa] Minimum Yield Point,S,1,0,0
C0078 |Test Method for Flexural Strength of Concrete (Using Simple Beam with Third-Point Loading),S,0,0,1
C0087 |Test Method for Effect of Organic Impurities in Fine Aggregate on Strength of Mortar,S,1,0,0
C0142 |Test Method for Clay Lumps and Friable Particles in Aggregates,S,1,0,0
C0172 |Practice for Sampling Freshly Mixed Concrete,S,0,0,1
C0233 |Test Method for Air-Entraining Admixtures for Concrete,S,1,0,0
C0260 |Specification for Air-Entraining Admixtures for Concrete,S,1,0,0
C0293 |Test Method for Flexural Strength of Concrete (Using Simple Beam With Center-Point Loading),S,0,0,1
C0296 |Specification for Asbestos-Cement Pressure Pipe,S,0,0,1
C0330 |Specification for Lightweight Aggregates for Structural Concrete,S,0,0,1
C0331 |Specification for Lightweight Aggregates for Concrete Masonry Units,S,1,0,0
C0367 |Test Methods for Strength Properties of Prefabricated Architectural Acoustical Tile or Lay-In Ceiling Panels,S,0,0,1
C0406 |Specification for Roofing Slate,S,0,0,1
C0452 |Test Method for Potential Expansion of Portland-Cement Mortars Exposed to Sulfate,S,0,0,1
C0457 |Test Method for Microscopical Determination of Parameters of the Air-Void System in Hardened Concrete,S,0,0,1
C0469 |Test Method for Static Modulus of Elasticity and Poissons Ratio of Concrete in Compression,S,0,0,1
C0503 |Specification for Marble Dimension Stone,S,0,0,1
C0508 |Specification for Asbestos-Cement Underdrain Pipe,S,0,0,1
C0512 |Test Method for Creep of Concrete in Compression,S,1,0,0
C0568 |Specification for Limestone Dimension Stone,S,0,0,1
C0615 |Specification for Granite Dimension Stone,S,0,0,1
C0616 |Specification for Quartz-Based Dimension Stone,S,0,0,1
C0629 |Specification for Slate Dimension Stone,S,0,0,1
C0635 |Specification for the Manufacture Performance and Testing of Metal Suspension Systems for Acoustical Tile and Lay-in Panel Ceilings,S,0,0,1
C0740 |Practice for Evacuated Reflective Insulation In Cryogenic Service,S,1,0,0
C0786 |Test Method for Fineness of Hydraulic Cement and Raw Materials by the 300-m (No 50) 150-m (No 100) and 75-m (No 200) Sieves by Wet Methods,S,0,0,1
C0827 |Test Method for Change in Height at Early Ages of Cylindrical Specimens of Cementitious Mixtures,S,1,0,0
C0836 |Specification for High Solids Content Cold Liquid-Applied Elastomeric Waterproofing Membrane for Use with Separate Wearing Course,S,0,0,1
C0873 |Test Method for Compressive Strength of Concrete Cylinders Cast in Place in Cylindrical Molds,S,0,0,1
C0882 |Test Method for Bond Strength of Epoxy-Resin Systems Used With Concrete By Slant Shear,S,0,0,1
C0944 |Test Method for Abrasion Resistance of Concrete or Mortar Surfaces by the Rotating-Cutter Method,S,0,0,1
C0957 |Specification for High-Solids Content Cold Liquid-Applied Elastomeric Waterproofing Membrane With Integral Wearing Surface,S,0,0,1
C0979 |Specification for Pigments for Integrally Colored Concrete,S,1,0,0
C1012 |Test Method for Length Change of Hydraulic-Cement Mortars Exposed to a Sulfate Solution,S,2,0,0
C1038 |Test Method for Expansion of Hydraulic Cement Mortar Bars Stored in Water,S,1,0,0
C1058 |Practice for Selecting Temperatures for Evaluating and Reporting Thermal Properties of Thermal Insulation,S,0,0,1
C1059 |Specification for Latex Agents for Bonding Fresh To Hardened Concrete,S,0,0,1
C1119 |Test Method for Vacuum Drainage of Asbestos-Cement Mixes,S,0,0,1
C1121 |Test Method for Turner and Newall (T and N) Wet-Length Classification of Asbestos,S,0,0,1
C1122 |Test Method for Wet Volume of Asbestos,S,0,0,1
C1123 |Test Method for Compressibility and Recovery of Asbestos,S,0,0,1
C1124 |Test Method for Kerosene Retention of Asbestos,S,0,0,1
C1162 |Test Method for Loose Density of Asbestos,S,0,0,1
C1313 |Specification for Sheet Radiant Barriers for Building Construction Applications,S,0,0,1
C1399 |Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete,S,0,0,1
C1483 |Specification for Exterior Solar Radiation Control Coatings on Buildings,S,1,0,0
C1527 |Specification for Travertine Dimension Stone,S,0,0,1
C1530 |Specification for Non-Asbestos Fiber-Cement Roofing Shakes Shingles and Slates with Designed Varying Profiles and Thicknesses,S,0,0,1
C1583 |Test Method for Tensile Strength of Concrete Surfaces and the Bond Strength or Tensile Strength of Concrete Repair and Overlay Materials by Direct Tension (Pull-off Method),S,0,0,1
C1652 |Test Method for Measuring Optical Distortion in Flat Glass Products Using Digital Photography of Grids,S,0,0,1
Classification Index of and Descriptions of Textile Flammability Test Methods,S,0,1,0
Classification System for Polyamide Molding and Extrusion Materials (PA),S,1,0,0
Classification System for Polyamide-Imide (PAI) Molding and Extrusion Materials,S,1,0,0
Classification System for Polychlorotrifluoroethylene (PCTFE) Plastics,S,1,0,0
Classification System for Polyetherimide (PEI) Materials,S,1,0,0
Classification System for Polyphenylene Ether (PPE) Materials,S,1,0,0
Classification System for Reinforced and Filled Poly(Phenylene Sulfide) (PPS) Injection Molding and Extrusion Materials Using ASTM Methods,S,1,0,0
Classification for Abuse-Resistant Nondecorated Interior Gypsum Panel Products and Fiber-Reinforced Cement Panels,S,0,0,1
Classification for Plastics Industry Bulk Box/Pallet Unit Size Classified By Bulk Density,S,0,0,1
Classification of Wall Covering by Use Characteristics,S,1,0,0
Consumer Safety Specification for Childrens Folding Chairs,S,1,0,0
Consumer Safety Specification for Infant Swings,S,2,0,0
Consumer Safety Specification for Soft Infant Carriers,S,1,0,0
D0006 |Test Method for Loss on Heating of Oil and Asphaltic Compounds,S,1,0,0
D0036 |Test Method for Softening Point of Bitumen (Ring-and-Ball Apparatus),S,0,0,1
D0041 |Specification for Asphalt Primer Used in Roofing Dampproofing and Waterproofing,S,1,0,0
D0228 |Test Methods for Sampling Testing and Analysis of Asphalt Roll Roofing Cap Sheets and Shingles Used in Roofing and Waterproofing,S,0,0,1
D0299 |Specification for Asbestos Yarns,S,0,0,1
D0315 |Specification for Woven Asbestos Tape,S,0,0,1
D0375 |Specification for Asbestos Roving,S,0,0,1
D0579 |Specification for Greige Woven Glass Fabrics,S,0,0,1
D0580 |Specification for Greige Woven Glass Tapes and Webbings,S,0,0,1
D0628 |Specification for Asbestos Tubular Sleeving,S,0,0,1
D0885 |Test Methods for Tire Cords Tire Cord Fabrics and Industrial Filament Yarns Made from Manufactured Organic-Base Fibers,S,0,0,1
D0946 |Specification for Penetration-Graded Asphalt Cement for Use in Pavement Construction,S,0,0,1
D1061 |Specification for Asbestos Lap,S,0,0,1
D1118 |Test Method for Magnetic Rating of Asbestos Fiber and Asbestos Textiles,S,0,0,1
D1139 |Specification for Aggregate for Single or Multiple Bituminous Surface Treatments,S,0,0,1
D1195 |Test Method for Repetitive Static Plate Load Tests of Soils and Flexible Pavement Components for Use in Evaluation and Design of Airport and Highway Pavements,S,0,0,1
D1571 |Specification for Woven Asbestos Cloth,S,0,0,1
D1573 |Test Method for Heat Aging of Asbestos Textiles,S,0,0,1
D1683 |Test Method for Failure in Sewn Seams of Woven Apparel Fabrics,S,1,0,0
D1857 |Test Method for Fusibility of Coal and Coke Ash,S,1,0,0
D1864 |Test Method for Moisture in Mineral Aggregate Used on Built-Up Roofs,S,0,0,1
D1865 |Test Method for Hardness of Mineral Aggregate Used on Built-Up Roofs,S,0,0,1
D1896 |Practice for Transfer Molding Test Specimens of Thermosetting Compounds,S,0,0,1
D1918 |Test Method for Asbestos Content of Asbestos Textiles,S,0,0,1
D1974 |Practice for Methods of Closing Sealing and Reinforcing Fiberboard Boxes,S,0,0,1
D2026 |Specification for Cutback Asphalt (Slow-Curing Type),S,0,0,1
D2027 |Specification for Cutback Asphalt (Medium-Curing Type),S,0,0,1
D2028 |Specification for Cutback Asphalt (Rapid-Curing Type),S,0,0,1
D2041 |Test Method for Theoretical Maximum Specific Gravity and Density of Bituminous Paving Mixtures,S,1,0,0
D2059 |Test Method for Resistance of Zippers to Salt Spray (Fog),S,1,0,0
D2100 |Specification for Asbestos Textiles Used for Electrical Insulating Purposes,S,0,0,1
D2170 |Test Method for Kinematic Viscosity of Asphalts (Bitumens),S,0,0,1
D2171 |Test Method for Viscosity of Asphalts by Vacuum Capillary Viscometer,S,0,0,1
D2172 |Test Methods for Quantitative Extraction of Bitumen From Bituminous Paving Mixtures,S,1,0,0
D2255 |Test Method for Grading Spun Yarns for Appearance,S,1,0,0
D2493 |Standard Viscosity-Temperature Chart for Asphalts,S,0,0,1
D2692 |Test Method for Air Wicking of Tire Fabrics Tire Cord Fabrics Tire Cord and Yarns,S,0,0,1
D2950 |Test Method for Density of Bituminous Concrete in Place by Nuclear Methods,S,1,0,0
D3195 |Practice for Rotameter Calibration,S,1,0,0
D3381 |Specification for Viscosity-Graded Asphalt Cement for Use in Pavement Construction,S,0,0,1
D3514 |Test Method for Pilling Resistance and Other Related Surface Changes of Textile Fabrics Elastomeric Pad,S,0,0,1
D3691 |Performance Specification for Woven Lace and Knit Household Curtain and Drapery Fabrics,S,1,0,0
D3751 |Practice for Evaluation of Furniture Polish,S,0,0,1
D3773 |Test Methods for Length of Woven Fabric,S,1,0,0
D3880 |Test Method for Asbestos Strength Units,S,0,0,1
D3939 |Test Method for Snagging Resistance of Fabrics (Mace),S,0,0,1
D3997 |Practice for Preparing Coke Samples for Microscopical Analysis by Reflected Light,S,0,0,1
D4041 |Practice for Determining Spray Patterns of Mechanical Pump Dispensers,S,1,0,0
D4125 |Test Methods for Asphalt Content of Bituminous Mixtures by the Nuclear Method,S,1,0,0
D4311 |Practice for Determining Asphalt Volume Correction to a Base Temperature,S,0,0,1
D4320 |Practice for Laboratory Preparation of Chemically Grouted Soil Specimens for Obtaining Design Strength Parameters,S,0,0,1
D4333 |Test Method for the Compatibility of Mechanical Pump Dispenser Components,S,1,0,0
D4389 |Specification for Finished Glass Fabrics Woven From Rovings,S,0,0,1
D4552 |Practice for Classifying Hot-Mix Recycling Agents,S,0,0,1
D4637 |Specification for EPDM Sheet Used In Single-Ply Roof Membrane,S,0,0,1
D4648 |Test Method for Laboratory Miniature Vane Shear Test for SaturatedFine-Grained Clayey Soil,S,0,0,1
D4771 |Performance Specification for Knitted Upholstery Fabrics for Indoor Furniture,S,1,0,0
D5100 |Test Method for Adhesion of Mineral Aggregate to Hot Bitumen,S,0,0,1
D5126 |Guide for Comparison of Field Methods for Determining Hydraulic Conductivity in Vadose Zone,S,0,0,1
D5147 |Test Methods for Sampling and Testing Modified Bituminous Sheet Material,S,1,0,0
D5254 |Practice for Minimum Set of Data Elements to Identify a Ground-Water Site,S,0,0,1
D5404 |Practice for Recovery of Asphalt from Solution Using the Rotary Evaporator,S,1,0,0
D5409 |Guide for Set of Data Elements to Describe a Ground-Water Site Part Two--Physical Descriptors,S,0,0,1
D5570 |Test Method for Water Resistance of Tape and Adhesives Used as Box Closure,S,0,0,1
D5586 |Tables of Body Measurements for Women Aged 55 and Older (All Figure Types),S,0,0,1
D5636 |Test Method for Low Temperature Unrolling of Felt or Sheet Roofing and Waterproofing Materials,S,1,0,0
D5683 |Test Method for Flexibility of Roofing and Waterproofing Materials and Membranes,S,1,0,0
D5911 |Practice for Minimum Set of Data Elements to Identify a Soil Sampling Site,S,0,0,1
D6031 |Test Method for Logging In Situ Moisture Content and Density of Soil and Rock by the Nuclear Method in Horizontal Slanted and Vertical Access Tubes,S,0,0,1
D6072 |Practice for Obtaining Samples of Geosynthetic Clay Liners,S,1,0,0
D6164 |Specification for Styrene Butadiene Styrene (SBS) Modified Bituminous Sheet Materials Using Polyester Reinforcements,S,1,0,0
D6222 |Specification for Atactic Polypropylene (APP) Modified Bituminous Sheet Materials Using Polyester Reinforcements,S,1,0,0
D6223 |Specification for Atactic Polypropylene (APP) Modified Bituminous Sheet Materials Using a Combination of Polyester and Glass Fiber Reinforcements,S,0,0,1
D6294 |Test Method for Corrosion Resistance of Ferrous Metal Fastener Assemblies Used in Roofing and Waterproofing,S,0,0,1
D6361 |Guide for Selecting Cleaning Agents and Processes,S,1,0,0
D6382 |Practice for Dynamic Mechanical Analysis and Thermogravimetry of Roofing and Waterproofing Membrane Material,S,1,0,0
D6427 |Practice for Handling Transportation and Storage of HFC-236fa 1 1 1 3 3 3-Hexafluoropropane (CF3CH2CF3),S,0,0,1
D6535 |Test Method for Determining the Dip Tube Length of a Mechanical Pump Dispenser,S,0,0,1
D6536 |Test Method for Measuring the Dip Tube Length of a Mechanical Pump Dispenser,S,0,0,1
D6554 |Specification for 100 % Cotton Denim Fabrics,S,1,0,0
D6653 |Test Methods for Determining the Effects of High Altitude on Packaging Systems by Vacuum Method,S,1,0,0
D6754 |Specification for Ketone Ethylene Ester Based Sheet Roofing,S,0,0,1
D6769 |Guide for Application of Fully Adhered Cold-Applied Prefabricated Reinforced Modified Bituminous Membrane Waterproofing Systems,S,0,0,1
D6856 |Guide for Testing Fabric-Reinforced Textile Composite Materials,S,0,1,0
D6860 |Tables of Body Measurements for Boys Sizes 6 to 24 Husky,S,0,0,1
D6910 |Test Method for Marsh Funnel Viscosity of Clay Construction Slurries,S,0,0,1
D6951 |Test Method for Use of the Dynamic Cone Penetrometer in Shallow Pavement Applications,S,0,0,1
D6961 |Test Method for Color Measurement of Flax Fiber,S,1,0,0
D7013 |Guide for Nuclear Surface Moisture and Density Gauge Calibration Facility Setup,S,1,0,0
D7016 |Test Method to Evaluate Edge Binding Components Used in Mattresses After Exposure to An Open Flame,S,1,0,0
D7018 |Terminology Relating to Glass Fiber and Its Products,S,1,0,0
D7113 |Test Method for Density of Bituminous Paving Mixtures in Place by the Electromagnetic Surface Contact Methods,S,1,0,0
D7158 |Test Method for Wind Resistance of Asphalt Shingles (Uplift Force/Uplift Resistance Method),S,1,0,0
D7269 |Test Methods for Tensile Testing of Aramid Yarns,S,0,0,1
D7311 |Specification for Liquid-Applied Single-Pack Moisture-Triggered Aliphatic Polyurethane Roofing Membrane,S,0,0,1
D7349 |Test Method for Determining the Capability of Roofing and Waterproofing Materials to Seal around Fasteners,S,0,0,1
D7425 |Specification for Spray Polyurethane Foam Used for Roofing Applications,S,1,0,0
E0274 |Test Method for Skid Resistance of Paved Surfaces Using a Full-Scale Tire,S,1,0,0
E0518 |Test Methods for Flexural Bond Strength of Masonry,S,0,0,1
E0519 |Test Method for Diagonal Tension (Shear) in Masonry Assemblages,S,0,0,1
E0556 |Test Method for Calibrating a Wheel Force or Torque Transducer Using a Calibration Platform (User Level),S,1,0,0
E0664 |Practice for the Measurement of the Apparent Attenuation of Longitudinal Ultrasonic Waves by Immersion Method,S,0,0,1
E0740 |Practice for Fracture Testing with Surface-Crack Tension Specimens,S,1,0,0
E0906 |Test Method for Heat and Visible Smoke Release Rates for Materials and Products Using a Thermopile Method,S,0,0,1
E0950 |Test Method for Measuring the Longitudinal Profile of Traveled Surfaces with an Accelerometer Established Inertial Profiling Reference,S,0,0,1
E1118 |Practice for Acoustic Emission Examination of Reinforced Thermosetting Resin Pipe (RTRP),S,1,0,0
E1448 |Practice for Calibration of Systems Used for Measuring Vehicular Response to Pavement Roughness,S,0,0,1
E1742 |Practice for Radiographic Examination,S,1,0,0
E1859 |Test Method for Friction Coefficient Measurements Between Tire and Pavement Using a Variable Slip Technique,S,1,0,0
E1910 |Test Method for Agricultural pH Control Agents,S,0,0,1
E2042 |Practice for Cleaning and Maintaining Controlled Areas and Clean Rooms,S,1,0,0
E2075 |Practice for Verifying the Consistency of AE-Sensor Response Using an Acrylic Rod,S,0,0,1
E2076 |Test Method for Examination of Fiberglass Reinforced Plastic Fan Blades Using Acoustic Emission,S,0,0,1
E2096 |Practice for In Situ Examination of Ferromagnetic Heat-Exchanger Tubes Using Remote Field Testing,S,0,0,1
E2191 |Practice for Examination of Gas-Filled Filament-Wound Composite Pressure Vessels Using Acoustic Emission,S,0,0,1
E2309 |Practices for Verification of Displacement Measuring Systems and Devices Used in Material Testing Machines,S,1,0,0
E2337 |Guide for Mutual Inductance Bridge Applications for Wall Thickness Determinations in Boiler Tubing,S,0,0,1
E2340 |Test Method for Measuring the Skid Resistance of Pavements and Other Trafficked Surfaces Using a Continuous Reading Fixed-Slip Technique,S,1,0,0
E2380 |Test Method for Measuring Pavement Texture Drainage Using an Outflow Meter,S,0,0,1
F0362 |Test Method for Determining the Erasability of Inked Ribbons,S,0,0,1
F0551 |Practice for Using a 67 23-in (1 707-m) Diameter Laboratory Test Roadwheel in Testing Tires,S,0,0,1
F0766 |Test Method for Melting Point of Waxes,S,0,0,1
F0914 |Test Method for Acoustic Emission for Insulated and Non-Insulated Aerial Personnel Devices Without Supplemental Load Handling Attachments,S,0,0,1
F0980M |Guide for Measurement of Rapid Annealing of Neutron-Induced Displacement Damage in Silicon Semiconductor Devices (Metric),S,1,0,0
F1050 |Test Method for Determining Winding Torque and Tension of Typewriter Ribbons,S,0,0,1
F1129 |Guide for Using Aqueous Foams to Control the Vapor Hazard from Immiscible Volatile Liquids,S,0,0,1
F1430 |Test Method for Acoustic Emission Testing of Insulated and Non-Insulated Aerial Personnel Devices with Supplemental Load Handling Attachments,S,0,0,1
F1525 |Guide for Use of Membrane Technology in Mitigating Hazardous Chemical Spills,S,0,0,1
F1737 |Guide for Use of Oil Spill Dispersant Application Equipment During Spill Response Boom and Nozzle Systems,S,0,0,1
F1886 |Test Method for Determining Integrity of Seals for Medical Packaging by Visual Inspection,S,0,0,1
F1946 |Practice for Accelerated Testing of the Lightfastness of Ink Jet Prints Exposed to Indoor Fluorescent Lighting and Window-Filtered Daylight,S,0,0,1
F2010 |Test Method for Evaluation of Glove Effects on Wearer Hand Dexterity Using a Modified Pegboard Test,S,0,0,1
F2084 |Guide for Collecting Containment Boom Performance Data in Controlled Environments,S,0,1,0
F2299 |Test Method for Determining the Initial Efficiency of Materials Used in Medical Face Masks to Penetration by Particulates Using Latex Spheres,S,0,0,1
F2559 |Guide for Writing a Specification for Sterilizable Peel Pouches,S,0,0,1
Geotechnical Testing Journal,J,14,0,22
Guide for Application of Aluminum-Pigmented Asphalt Roof Coatings,S,0,0,1
Guide for Assessing Biodegradability of Hydraulic Fluids,S,1,0,0
Guide for Assessing the Compostability of Environmentally Degradable Plastics,S,0,0,1
Guide for Assessment of Adventitious Agents in Tissue Engineered Medical Products (TEMPs),S,1,0,0
Guide for Characterization and Testing of Chitosan Salts as Starting Materials Intended for Use in Biomedical and Tissue-Engineered Medical Product Applications,S,1,0,0
Guide for Characterization and Testing of Hyaluronan as Starting Materials Intended for Use in Biomedical and Tissue Engineered Medical Product Applications,S,1,0,0
Guide for Conducting Borehole Geophysical Logging - Gamma,S,1,0,0
Guide for Consideration of Bioremediation as an Oil Spill Response Method on Land,S,0,0,1
Guide for Coring and Logging Cement - or Lime-Stabilized Soil,S,1,0,0
Guide for Deriving Acceptable Levels of Airborne Chemical Contaminants in Aircraft Cabins Based on Health and Comfort Considerations,S,1,0,0
Guide for Design of Earthen Wall Building Systems,S,0,0,1
Guide for Determination of Biobased Content Resources Consumption and Environmental Profile of Materials and Products,S,0,0,1
Guide for Determining Load Ratios for Technical Rescue Systems and Equipment,S,1,0,0
Guide for Dimensional Coordination of Rectilinear Building Parts and Systems,S,0,0,1
Guide for Disposal of Laboratory Chemicals and Samples,S,1,0,0
Guide for Documenting the Results of Airborne Particle Penetration Testing of Protective Clothing Materials,S,1,0,0
Guide for Dosimetry In Radiation Processing of Fluidized Beds and Fluid Streams,S,1,0,0
Guide for Editorial Procedures and Form of Product Specifications for Copper and Copper Alloys,S,1,0,0
Guide for European Unions Registration Evaluation and Authorization of Chemicals (REACH) Supply Chain Information Exchange,S,1,0,0
Guide for Evaluating Data Acquisition Systems Used in Cyclic Fatigue and Fracture Mechanics Testing,S,1,0,0
Guide for Evaluating Non-Contacting Optical Strain Measurement Systems,S,1,0,0
Guide for Evaluating the Predictive Capability of Deterministic Fire Models,S,1,0,0
Guide for Framework for a Consensus-based Environmental Decision-making Process,S,1,0,0
