name,type,cy,by,ud
D6705 |Guide for Repair and Recoat of Spray Polyurethane Foam Roofing Systems,S,1,0,0
D6878 |Specification for Thermoplastic Polyolefin Based Sheet Roofing,S,1,0,0
D6880 |Specification for Wood Boxes,S,1,0,0
D6945 |Specification for Emulsified Refined Coal-Tar (Ready to Use Commercial Grade),S,1,0,0
D6948 |Practice for Application of Refined Coal Tar (Ready to Use Commercial Grade),S,1,0,0
D7053 |Guide for Determining and Evaluating Causes of Water Leakage of Low-Sloped Roofs,S,1,0,0
E1414 |Test Method for Airborne Sound Attenuation Between Rooms Sharing a Common Ceiling Plenum,S,1,0,0
F0392 |Test Method for Flex Durability of Flexible Barrier Materials,S,1,0,0
Fatigue and Fracture Mechanics 9th International Volume 37th National Volume,B,36,0,0
Geotechnical Testing Journal,J,10,0,14
Guide for Accuracy Verification of Industrial Platinum Resistance Thermometers,S,1,0,0
Guide for Assessing the Attachment of Cells to Biomaterial Surfaces by Physical Methods,S,1,0,0
Guide for Assessment of the Ultra High Molecular Weight Polyethylene (UHMWPE) Used in Orthopedic and Spinal Devices,S,1,0,0
Guide for Biocompatibility Evaluation of Medical Device Packaging Materials,S,1,0,0
Guide for Characterization of Type I Collagen as Starting Material for Surgical Implants and Substrates for Tissue Engineered Medical Products (TEMPs),S,1,0,0
Guide for Classification of Amusement Ride and Device Related Injuries and Illnesses,S,0,0,1
Guide for Committee D01 for Conducting an Interlaboratory Study for the Purpose of Determining the Precision of a Test Method,S,1,0,0
Guide for Conducting Borehole Geophysical Logging Mechanical Caliper,S,1,0,0
Guide for Conducting Flexural Tests on Beams and Girders for Building Construction,S,1,0,0
Guide for Conducting a Repeatability and Reproducibility Study on Test Equipment for Nondestructive Testing,S,1,0,0
Guide for Construction of High Performance Sand-Based Rootzones for Sports Fields,S,1,0,0
Guide for Determining Volatile and Nonvolatile Content of Paint and Related Coatings,S,1,0,0
Guide for Developing a Cost-Effective Risk Mitigation Plan for New and Existing Constructed Facilities,S,1,0,0
Guide for Developing a Training Program for Personnel Performing Coating Work Inspection for Nuclear Facilities,S,0,0,1
Guide for Editorial Procedures and Form of Product Specifications for Steel Stainless Steel and Related Alloys,S,1,0,0
Guide for Establishing Calibration for a Measurement Method Used to Analyze Nuclear Fuel Cycle Materials,S,1,0,0
Guide for Establishing a Quality Assurance Program for Uranium Conversion Facilities,S,1,0,0
Guide for Evaluating Mechanical and Physical Properties of Wood-Plastic Composite Products,S,1,0,0
Guide for Field Measurements of Airborne Sound Attenuation of Building Facades and Facade Elements,S,1,0,0
Guide for Fire-Resistance Experiments,S,1,0,0
Guide for Installing Plastic DWV Piping Suspended from On-Grade Slabs,S,1,0,0
Guide for Microcrystal Testing in the Forensic Analysis of Cocaine,S,1,0,0
Guide for Microcrystal Testing in the Forensic Analysis of Methamphetamine and Amphetamine,S,1,0,0
Guide for Microcrystal Testing in the Forensic Analysis of Phencyclidine and Its Analogues,S,1,0,0
Guide for Minimum Training Requirements for Forensic Document Examiners,S,1,0,0
Guide for Optimizing Controlling and Reporting Test Method Uncertainties from Multiple Workstations in the Same Laboratory Organization,S,1,0,0
Guide for PDD Examination Standards of Practice,S,1,0,0
Guide for Planning Carrying Out and Reporting Traceable Chemical Analyses of Water Samples,S,1,0,0
Guide for Planning and Implementing a Water Monitoring Program,S,1,0,0
Guide for Preparation Maintenance and Distribution of Physical Product Standards for Color and Geometric Appearance of Coatings,S,1,0,0
Guide for Preparation of Metallographic Specimens,S,1,0,0
Guide for Preservation of Charred Documents,S,1,0,0
Guide for Qualification of Laboratory Analysts for the Analysis of Nuclear Fuel Cycle Materials,S,1,0,0
Guide for Qualification of Measurement Methods by a Laboratory Within the Nuclear Industry,S,1,0,0
Guide for Reduction of Efflorescence Potential in New Masonry Walls,S,1,0,0
Guide for Reflected-Light Photomicrography,S,1,0,0
Guide for Reporting Results of Analysis of Water,S,1,0,0
Guide for Selecting Components for Wavelength-Dispersive X-Ray Fluorescence (XRF) Systems,S,0,0,1
Guide for Selection and Use of Keywords for Thermal Insulation Test Methods and Standards,S,1,0,0
Guide for Selection and Use of Liquid Coating Encapsulation Products for Leaded Paint in Buildings,S,1,0,0
Guide for Soluble Nitrocellulose Base Solutions,S,1,0,0
Guide for Specifying Chain Link Fence,S,1,0,0
Guide for Specifying Harmonized Standard Grade Compositions for Wrought Stainless Steels,S,1,0,0
Guide for Spiking Organics into Aqueous Samples,S,1,0,0
Guide for Spiking into Aqueous Samples,S,1,0,0
Guide for Summarizing the Economic Impacts of Building-Related Projects,S,1,0,0
Guide for Time-Intensity Evaluation of Sensory Attributes,S,1,0,0
Guide for Use of Maxi-Horizontal Directional Drilling for Placement of Polyethylene Pipe or Conduit Under Obstacles Including River Crossings,S,1,0,0
Guide for Use of the Metal Detection Method for Subsurface Investigation,S,1,0,0
Journal of ASTM International,J,44,0,68
Journal of Testing and Evaluation,J,27,0,0
Lead-free Solders,B,11,0,0
Method for Calculating of Olefins and Aromatics in Petroleum Distillates from Bromine Number and Acid Absorption,S,0,1,0
Methods for Sampling and Testing Untreated Mica Paper Used for Electrical Insulation,S,1,0,0
Practice for Abrasion Resistance of Printed Materials by the Sutherland Rub Tester,S,1,0,0
Practice for Accreditation of Testing Agencies for Masonry,S,1,0,0
Practice for Agencies Testing Concrete and Concrete Aggregates for Use in Construction and Criteria for Testing Agency Evaluation,S,1,0,0
Practice for Ampulization and Storage of Gasoline and Related Hydrocarbon Materials,S,1,0,0
Practice for Application of Sprayed Fire-Resistive Materials (SFRMs),S,1,0,0
Practice for Applying Analytical Hierarchy Process (AHP) to Multiattribute Decision Analysis of Investments Related to Buildings and Building Systems,S,1,0,0
Practice for Basic Statistics in Committee D19 on Water,S,1,0,0
Practice for Calculation of Color Tolerances and Color Differences from Instrumentally Measured Color Coordinates,S,1,0,0
Practice for Calculation of Weighting Factors for Tristimulus Integration,S,1,0,0
Practice for Characterization of Atmospheric Test Sites,S,1,0,0
Practice for Classification of Soils for Engineering Purposes (Unified Soil Classification System),S,1,0,0
Practice for Cleaning Methods and Cleanliness Levels for Material and Equipment Used in Oxygen-Enriched Environments,S,1,0,0
Practice for Color Measurement of Fluorescent Specimens Using the One-Monochromator Method,S,1,0,0
Practice for Combustible Gases in the Gas Space of Electrical Apparatus Using Portable Meters,S,1,0,0
Practice for Conditioning of Thermal Insulating Materials,S,1,0,0
Practice for Conducting Friction Tests of Piston Ring and Cylinder Liner Materials Under Lubricated Conditions,S,1,0,0
Practice for Conducting Tests on Sealants Using Artificial Weathering Apparatus,S,1,0,0
Practice for Construction of Chain-Link Tennis Court Fence,S,1,0,0
Practice for Defining and Implementing Pharmacotherapy Information Services within the Electronic Health Record (EHR) Environment and Networked Architectures,S,1,0,0
Practice for Demonstrating Capability to Comply with a Lot Acceptance Procedure,S,0,0,1
Practice for Description and Selection of Conditions for Photographing Specimens Using Analog (Film) Cameras and Digital Still Cameras (DSC),S,1,0,0
Practice for Determination of Adsorptive Capacity of Activated Carbon by a Micro-Isotherm Technique for Adsorbates at ppb Concentrations,S,1,0,0
Practice for Determination of the Temperature of Above-Ground Plastic Gas Pressure Pipe Within Metallic Casings,S,1,0,0
Practice for Determining Low-Temperature Performance Grade (PG) of Asphalt Binders,S,0,0,1
Practice for Determining Strength Development of Adhesive Bonds,S,1,0,0
Practice for Determining the Color Stability of Hydrocarbon Resins After Heating,S,1,0,0
Practice for Determining the Freeze Thaw Stability of Adhesives,S,1,0,0
Practice for Determining the Performance of Oil/Water Separators Subjected to Surface Run-Off,S,1,0,0
Practice for Determining the Performance of Oil/Water Separators Subjected to a Sudden Release,S,1,0,0
Practice for Determining the Temperature Ratings for Cold Weather Protective Clothing,S,1,0,0
Practice for Electrofusion Joining Polyolefin Pipe and Fittings,S,1,0,0
Practice for Estimation of Chlorine Demand of Water,S,1,0,0
Practice for Evaluating Biofouling Resistance and Physical Performance of Marine Coating Systems,S,1,0,0
Practice for Evaluating Stress-Corrosion Cracking Resistance of Low Copper 7XXX Series Al-Zn-Mg-Cu Alloys in Boiling 6 % Sodium Chloride Solution,S,1,0,0
Practice for Evaluation of Hydrogen Uptake Permeation and Transport in Metals by an Electrochemical Technique,S,1,0,0
Practice for Examination of Water-Formed Deposits by Chemical Microscopy,S,1,0,0
Practice for Exposure and Retrieval of Samples to Evaluate Installation Damage of Geosynthetics,S,1,0,0
Practice for Fast Screening for Volatile Organic Compounds in Water Using Solid Phase Microextraction (SPME),S,1,0,0
Practice for Fiber Reinforcement Orientation Codes for Composite Materials,S,1,0,0
Practice for Handling of Ultra-Pure Water Samples,S,1,0,0
Practice for Heat Treatment of Aluminum-Alloy Castings from All Processes,S,1,0,0
Practice for Identification of Waterborne Oils,S,1,0,0
Practice for Installation of Ceiling Suspension Systems for Acoustical Tile and Lay-in Panels in Areas Subject to Earthquake Ground Motions,S,0,0,1
Practice for Installing Corrugated Aluminum Structural Plate Pipe for Culverts and Sewers,S,1,0,0
Practice for Least Cost (Life Cycle) Analysis of Concrete Culvert Storm Sewer and Sanitary Sewer Systems,S,1,0,0
Practice for Maintenance Renovation and Repair of Installed Asbestos Cement Products,S,1,0,0
Practice for Measuring Flatness Characteristics of Steel Sheet Products,S,1,0,0
Practice for Measuring Volatile Organic Matter in Water by Aqueous-Injection Gas Chromatography,S,1,0,0
Practice for Mechanical Mixing of Hydraulic Cement Pastes and Mortars of Plastic Consistency,S,1,0,0
Practice for Micro-Extraction of Water for Analysis of Volatile and Semi-Volatile Organic Compounds in Water,S,1,0,0
Practice for Microetching Metals and Alloys,S,0,1,0
Practice for Minimum Structural Design Loading for Monolithic or Sectional Precast Concrete Water and Wastewater Structures,S,1,0,0
Practice for Monitoring Atmospheric SO2 Using the Sulfation Plate Technique,S,1,0,0
Practice for On-Line Determination of Cation Conductivity in High Purity Water,S,1,0,0
Practice for Ownership and Operation of Amusement Rides and Devices,S,1,0,0
Practice for Petrographic Examination of Hardened Concrete,S,1,0,0
Practice for Polishing and Etching Coal Samples for Microscopical Analysis by Reflected Light,S,1,0,0
Practice for Preparation and Use of Bent-Beam Stress-Corrosion Test Specimens,S,1,0,0
Practice for Preparation and Use of Direct Tension Stress-Corrosion Test Specimens,S,1,0,0
Practice for Preparation and Use of an Ice-Point Bath as a Reference Temperature,S,1,0,0
Practice for Preparation of Samples for Identification of Waterborne Oils,S,1,0,0
Practice for Preparation of Stress-Corrosion Test Specimens for Weldments,S,1,0,0
Practice for Preparing Coal Samples for Microscopical Analysis by Reflected Light,S,1,0,0
Practice for Preparing Concrete Floors to Receive Resilient Flooring,S,1,0,0
Practice for Qualification of Polyethylene Saddle-Fused Joints,S,1,0,0
Practice for Quality Assurance of Pressure-Sensitive Tapes,S,1,0,0
Practice for Reporting Cure Times of Ultraviolet-Cured Coatings,S,1,0,0
Practice for Reporting Data from Structural Tests of Building Constructions Elements Connections and Assemblies,S,1,0,0
Practice for Reporting Opinions of Scientific or Technical Experts,S,1,0,0
Practice for Sampling Nonferrous Metals and Alloys in Cast Form for Determination of Chemical Composition,S,1,0,0
Practice for Sampling and Judging Quality of Solid Electrical Insulating Materials,S,1,0,0
Practice for Security Engineering Symbols,S,1,0,0
Practice for Selection of Corrugated Fiberboard Materials and Box Construction Based on Performance Requirements,S,1,0,0
Practice for Sewn Products Marker Data Interchange,S,1,0,0
Practice for Short Term Vehicle Service Exposure of Automotive Coatings,S,1,0,0
Practice for Special Requirements for Bumper Boats,S,1,0,0
Practice for Specimen Preparation and Mounting of Caulks and Sealants to Assess Surface Burning Characteristics,S,1,0,0
Practice for Stitches and Seams,S,1,0,0
Practice for Structural Design of Thermoplastic Corrugated Wall Stormwater Collection Chambers,S,1,0,0
Practice for Testing Nitrogen/Phosphorus Thermionic Ionization Detectors for Use In Gas Chromatography,S,1,0,0
Practice for Testing Primers and Primer Surfacers Over Preformed Metal,S,1,0,0
Practice for Transfilling Compressed Air or Nitrogen and Safe Handling of Small Paintball Cylinders,S,1,0,0
Practice for Ultrasonic Examination of Steel Forgings,S,1,0,0
Practice for Use of SI (Metric) Units in Maritime Applications (Committee F25 Supplement to IEEE/ASTM SI 10),S,1,0,0
Practice for Utilization and Disposal of Personal Property,S,1,0,0
Practice for Verification of Test Frame and Specimen Alignment Under Tensile and Compressive Axial Force Application,S,0,0,1
Practice for the Accelerated Polishing of Aggregates Using the British Wheel,S,1,0,0
Practice for the Occupational/Environmental Health View of the Electronic Health Record,S,1,0,0
Practices for Digestion of Water Samples for Determination of Metals by Flame Atomic Absorption Graphite Furnace Atomic Absorption Plasma Emission Spectroscopy or Plasma Mass Spectrometry,S,1,0,0
Practices for Preparation of Oil-Based Ink Resin Solutions,S,1,0,0
Practices for Preparation of Sample Containers and for Preservation of Organic Constituents,S,1,0,0
Practices for Resistance of Adhesives to Cyclic Laboratory Aging Conditions,S,1,0,0
Practices for Sampling of Waterborne Oils,S,1,0,0
Practices for Visual Inspection and Grading of Fabrics Used for Inflatable Restraints,S,0,1,0
Safety Specification for Components Assembly Use and Labeling of Consumer Trampolines,S,1,0,0
Skiing Trauma and Safety 18th Volume,B,19,0,0
Specification for 2-Ethylhexyl Acrylate,S,0,0,1
Specification for 30 to 60 in [750 to 1500 mm] Polypropylene (PP) Triple Wall Pipe and Fittings for Non-Pressure Sanitary Sewer Applications,S,1,0,0
Specification for Alloy Steel Socket Button and Flat Countersunk Head Cap Screws (Metric),S,1,0,0
Specification for Alloy Steel Socket-Head Cap Screws,S,1,0,0
Specification for Alloy Steel Socket-Head Cap Screws [Metric],S,1,0,0
Specification for Alloy-Steel and Stainless Steel Bolting for High Temperature or High Pressure Service and Other Special Purpose Applications,S,1,0,0
Specification for Alloy-Steel and Stainless Steel Bolting for Low-Temperature Service,S,1,0,0
Specification for Aluminum Alloy Castings High-Strength,S,1,0,0
Specification for Aluminum Alloy Chain Link Fence Fabric,S,1,0,0
Specification for Aluminum Alloy Sheet for Corrugated Aluminum Pipe,S,1,0,0
Specification for Aluminum Alloys in Ingot and Molten Forms for Castings from All Casting Processes,S,1,0,0
Specification for Aluminum-Alloy Centrifugal Castings,S,1,0,0
Specification for Aluminum-Coated Steel Chain-Link Fence Fabric,S,1,0,0
Specification for Anesthetic Gas Scavenging Systems--Transfer and Receiving Systems,S,0,0,1
Specification for Aviation Gasolines,S,1,0,0
Specification for Aviation Turbine Fuel Containing Synthesized Hydrocarbons,S,1,0,0
Specification for Blended Hydraulic Cements,S,1,0,0
Specification for Bone Black Pigment,S,1,0,0
Specification for Cadmium,S,1,0,0
Specification for Carbon and Alloy Steel Bars Subject to End-Quench Hardenability Requirements,S,1,0,0
Specification for Carbon and Alloy Steel Compressible-Washer-Type Direct Tension Indicators for Use with Cap Screws Bolts Anchors and Studs,S,1,0,0
Specification for Castings Chromium-Nickel Alloy,S,1,0,0
Specification for Castings Iron-Nickel-Chromium and Nickel Alloys Specially Controlled for Pressure Retaining Parts for Corrosive Service,S,1,0,0
Specification for Castings Steel and Alloy Common Requirements for General Industrial Use,S,1,0,0
Specification for Castings Zirconium-Base Corrosion Resistant for General Application,S,1,0,0
Specification for Cellulosic Fiber Loose-Fill Thermal Insulation,S,1,0,0
Specification for Centrifugally Cast Ferritic Alloy Steel Pipe for High-Temperature Service,S,1,0,0
Specification for Chlorinated Poly(Vinyl Chloride) (CPVC) Plastic Hot- and Cold-Water Distribution Systems,S,1,0,0
Specification for Chrome Oxide Green Pigment,S,1,0,0
Specification for Chromium and Chromium-Nickel Stainless Steel Plate Sheet and Strip for Pressure Vessels and for General Applications,S,0,0,1
Specification for Class A Asphalt Shingles Surfaced with Mineral Granules,S,1,0,0
Specification for Clay Roof Tiles,S,1,0,0
Specification for Cobalt-28Chromium-6Molybdenum Alloy Forgings for Surgical Implants (UNS R31537 R31538 R31539),S,1,0,0
Specification for Cobalt-Chromium-Nickel-Molybdenum-Tungsten Alloy (UNS R31233) Rod,S,1,0,0
Specification for Coextruded Poly(Vinyl Chloride) (PVC) Non-Pressure Plastic Pipe Having Reprocessed-Recycled Content,S,1,0,0
Specification for Cold Expansion Fittings with PEX Reinforcing Rings for Use with Cross-linked Polyethylene (PEX) Tubing,S,1,0,0
Specification for Cold-Formed Welded and Seamless High-Strength Low-Alloy Structural Tubing with Improved Atmospheric Corrosion Resistance,S,1,0,0
Specification for Color and Appearance Retention of Solid Colored Plastic Siding Products,S,1,0,0
Specification for Color and Appearance Retention of Variegated Color Plastic Siding Products,S,1,0,0
Specification for Common Requirements for Bolting Intended for Use at Any Temperature from Cryogenic to the Creep Range,S,1,0,0
Specification for Common Requirements for Steel Flanges Forged Fittings Valves and Parts for Piping Applications,S,1,0,0
Specification for Compacted Graphite Iron Castings,S,1,0,0
Specification for Compression Testing Machine Requirements for Concrete Masonry Units Related Units and Prisms,S,1,0,0
Specification for Concentric-Lay-Stranded Aluminum 1350 Conductors,S,1,0,0
Specification for Concentric-Lay-Stranded Aluminum Conductors Coated Steel Supported (ACSS),S,1,0,0
Specification for Concentric-Lay-Stranded Copper Conductors Hard Medium-Hard or Soft,S,1,0,0
Specification for Concentric-Lay-Stranded Copper-Clad Steel Conductors,S,1,0,0
Specification for Concrete Building Brick,S,1,0,0
Specification for Concrete Facing Brick,S,1,0,0
Specification for Condition 3 Bicycle Forks,S,1,0,0
Specification for Continuous Grain Flow Forged Carbon and Alloy Steel Crankshafts for Medium Speed Diesel Engines,S,1,0,0
Specification for Copper Alloy Addition Agents,S,1,0,0
Specification for Copper Alloy Sand Castings for General Applications,S,1,0,0
Specification for Copper Alloys in Ingot Form,S,1,0,0
Specification for Copper Bus Bar Rod and Shapes and General Purpose Rod Bar and Shapes,S,1,0,0
Specification for Copper Sheet and Strip for Building Construction,S,1,0,0
Specification for Copper and Copper Alloy Forging Rod Bar and Shapes,S,1,0,0
Specification for Copper-Clad Steel Wire Strand,S,1,0,0
Specification for Copper-Zinc-Tin-Bismuth Alloy Rod Bar and Wire,S,1,0,0
Specification for Cored Annular Concentric-Lay-Stranded Copper Conductors,S,1,0,0
Specification for Corrugated Steel Box Culverts,S,1,0,0
Specification for Crosslinked Polyethylene (PEX) Pipe,S,1,0,0
Specification for Cumene (Isopropylbenzene),S,1,0,0
Specification for Cumene (Isopropylbenzene) Manufactured Via a Zeolite Process,S,1,0,0
Specification for Deformed and Plain Stainless-Steel Bars for Concrete Reinforcement,S,1,0,0
Specification for Design and Installation of Overboard Discharge Hull Penetration Connections,S,1,0,0
Specification for Design and Performance of Light Sport Gyroplane Aircraft,S,1,0,0
Specification for Design and Performance of a Light Sport Airplane,S,1,0,0
Specification for Diesel Fuel Oils,S,1,0,0
Specification for Dimensional Tolerance of Thermosetting Glass-Reinforced Plastic Pultruded Shapes,S,1,0,0
Specification for Dry-Cast Segmental Retaining Wall Units,S,1,0,0
Specification for Electrodeposited Coatings of Zinc Iron Alloy Deposits,S,1,0,0
Specification for Electrofusion Type Polyethylene Fittings for Outside Diameter Controlled Polyethylene Pipe and Tubing,S,1,0,0
Specification for Envelope Dimensions for Bronze Globe Valves NPS 14 to 2,S,1,0,0
Specification for Environment for Conditioning and Testing Paint Varnish Lacquer and Related Materials,S,1,0,0
Specification for Establishing and Monitoring Structural Capacities of Prefabricated Wood I-Joists,S,1,0,0
Specification for Evaluation of Structural Composite Lumber Products,S,1,0,0
Specification for Extruded and Monomer Cast Shapes Made from Nylon (PA),S,1,0,0
Specification for Eye Protectors for Selected Sports,S,1,0,0
Specification for Fabricated Fittings of Butt-Fused Polyethylene (PE) Plastic Pipe Fittings Sheet Stock Plate Stock or Block Stock,S,1,0,0
Specification for Faced or Unfaced Rigid Cellular Phenolic Thermal Insulation,S,1,0,0
Specification for Flexible Cellular Materials--Poly (Vinyl Chloride) Foam (Closed-Cell),S,1,0,0
Specification for Flexible Fibrous Glass Blanket Insulation Used to Externally Insulate HVAC Ducts,S,1,0,0
Specification for Folded/Formed Poly (Vinyl Chloride) Pipe Type A for Existing Sewer and Conduit Rehabilitation,S,1,0,0
Specification for Forged or Rolled 8 and 9% Nickel Alloy Steel Flanges Fittings Valves and Parts for Low-Temperature Service,S,1,0,0
Specification for Forged or Rolled Alloy and Stainless Steel Pipe Flanges Forged Fittings and Valves and Parts for High-Temperature Service,S,1,0,0
Specification for Fuel System Icing Inhibitors,S,1,0,0
Specification for Fully Processed Magnetic Lamination Steel,S,0,0,1
Specification for General Requirements for Alloy and Stainless Steel Pipe,S,1,0,0
Specification for General Requirements for Copper Alloy Castings,S,1,0,0
Specification for General Requirements for Ferritic Alloy Steel Austenitic Alloy Steel and Stainless Steel Tubes,S,1,0,1
Specification for General Requirements for Flat-Rolled Stainless and Heat-Resisting Steel Plate Sheet and Strip,S,0,0,1
Specification for General Requirements for Rolled Structural Steel Bars Plates Shapes and Sheet Piling,S,1,0,0
Specification for Glacial Methacrylic Acid,S,0,0,1
Specification for Gypsum Casting Plaster and Gypsum Molding Plaster,S,1,0,0
Specification for Gypsum Keenes Cement,S,1,0,0
